business_id,business_city,business_latitude,business_longitude,business_name,business_review_count,business_stars,business_state,business_Take-out,business_Alcohol,business_NoiseLevel,business_Attire,business_Delivery,business_HasTV,business_TakesReservations,business_WheelchairAccessible,business_WaiterService,business_AcceptsCreditCards,business_GoodforKids,business_GoodForGroups,business_PriceRange,business_categories,zip
OkPX0a9PUrhr6oNgE_FB_w,Charlotte,35.2244979,-80.84104,Burger King,3,2.5,NC,True,none,very_loud,casual,False,False,False,True,False,True,True,True,1.0,"[Burgers, Restaurants]",28202
QMX1ssofSveU3qhVAKLnXA,Charlotte,35.22533,-80.8461559,Fujiyama,9,3.5,NC,True,none,quiet,casual,False,False,False,,False,True,False,False,2.0,"[Seafood, Restaurants]",28202
9XKIFRBT-UTglX3wBGPAAA,Charlotte,35.2244979,-80.84104,Bojangles,7,4.0,NC,True,none,loud,casual,False,False,False,,False,,True,True,1.0,"[Southern, Restaurants]",28202
Heon0PS3J4RGmMa-VflCuA,Charlotte,35.2273169,-80.843148,Salsarita's Fresh Cantina,22,4.0,NC,True,none,average,casual,False,True,False,True,False,True,True,True,1.0,"[Fast Food, Mexican, Restaurants]",28202
mpDxBBGywUE6GRRKja3sBA,Charlotte,35.2273178,-80.8401304,Mert's Heart & Soul,446,4.0,NC,True,beer_and_wine,average,casual,False,False,True,True,True,True,True,True,2.0,"[Soul Food, Southern, Restaurants]",28202
onv6-u283dEMVkFeAixYtw,Charlotte,35.22586,-80.846935,Brevard Court Sundries,3,3.0,NC,True,full_bar,,casual,False,,False,False,True,True,False,True,2.0,"[American (Traditional), Restaurants]",28202
6ICGve6UyGPuLaGrKQBVuw,Charlotte,35.226995,-80.844191,Jersey Mike's Subs,11,4.0,NC,True,none,average,dressy,,,False,True,False,True,True,True,2.0,"[Delis, Fast Food, Sandwiches, Restaurants]",28202
NTfUFk8GyOLL1uPbEO-pVg,Charlotte,35.224456,-80.84547,Mimosa Grill,214,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,False,True,2.0,"[American (New), Southern, Restaurants]",28202
e8kqqWU9247Nn5VAF5sDkQ,Charlotte,35.2281289,-80.841488,Fuel Pizza Cafe,33,2.5,NC,True,beer_and_wine,very_loud,casual,True,True,False,True,False,True,True,True,1.0,"[Pizza, Restaurants]",28202
SjsguOTm7kQ_B3QcfHH-3A,Charlotte,35.221277,-80.839268,Showmars Government Center,4,3.5,NC,True,,,casual,False,,False,,,True,True,True,1.0,"[American (Traditional), Restaurants]",28202
z24h6ZYnZiWjlDTuLXG9jw,Charlotte,35.2281289,-80.841488,Luce Restaurant & Bar,110,4.5,NC,False,full_bar,quiet,dressy,False,False,True,True,True,True,False,True,3.0,"[Restaurants, Italian]",28202
WYnveDiSEXLCeNkLZrXibQ,Charlotte,35.2278131,-80.8414916,Phil's Deli New York Deli & Tavern,11,3.0,NC,True,full_bar,loud,casual,False,True,False,,True,True,False,True,1.0,"[Bars, Food, Beer, Wine & Spirits, Delis, Nightlife, Sports Bars, Restaurants]",28202
6SxAOEXHzNjWQMQ9Nnos3A,Charlotte,35.2278131,-80.8414916,Phil's Tavern,26,2.5,NC,True,full_bar,loud,casual,False,True,False,True,True,True,False,True,2.0,"[Dive Bars, Bars, Nightlife, Delis, Restaurants]",28202
kAid56AY_laxGYslMdsYJw,Charlotte,35.2274621,-80.8388937,Brixx Wood Fired Pizza,76,3.5,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Pizza, Restaurants]",28202
CChwRoYVXA3QZulS8a6xOQ,Charlotte,35.2283137726,-80.8419989013,The Capital Grille,167,4.5,NC,True,full_bar,average,dressy,False,False,True,True,True,True,False,True,3.0,"[American (Traditional), Steakhouses, Seafood, Restaurants]",28202
C9CF7p53Y0L5ErKRhhFhng,Charlotte,35.2279308,-80.8437189,Savannah Red,39,4.0,NC,True,full_bar,quiet,dressy,False,False,True,True,True,True,False,True,3.0,"[Soul Food, American (New), Restaurants]",28202
-R7uChoaVzwNvPNMT1gOuw,Charlotte,35.22533,-80.8461559,Chicks Restaurant,5,4.0,NC,True,none,average,casual,False,False,False,True,False,True,True,False,1.0,"[American (Traditional), Restaurants]",28202
nkNdTqpv1m5GBKx8xrpluw,Charlotte,35.153939,-80.8317551,Arthur's At Belk,24,4.5,NC,True,beer_and_wine,average,casual,False,True,False,True,False,True,True,True,1.0,"[Food, Beer, Wine & Spirits, Restaurants]",28211
LUylwiKNsS7_iumytRgAmw,Charlotte,35.176106,-80.799651,Bruegger's Bagels,18,3.0,NC,True,none,average,casual,False,False,False,False,False,True,True,True,1.0,"[Food, Sandwiches, Bagels, Breakfast & Brunch, Restaurants]",28211
e5J3s-xxs1S6PPHJhldBEA,Charlotte,35.2278411,-80.8394745,Cosmos Cafe,53,3.0,NC,True,full_bar,loud,casual,False,True,True,True,True,True,False,True,2.0,"[Bars, Sushi Bars, Nightlife, Lounges, American (New), Restaurants]",28202
4-B5ou1FbGVjVEQd3FAoIA,Charlotte,35.233802,-80.841672,Sub One Hoagie House,17,4.5,NC,True,none,average,casual,False,False,False,True,False,True,True,True,1.0,"[Sandwiches, Restaurants]",28202
376PDtBpGi74Os08TvCkhg,Charlotte,35.225996,-80.847022,French Quarter,37,3.0,NC,True,full_bar,average,casual,False,True,False,True,True,True,True,True,2.0,"[French, Restaurants]",28202
v96eOvQGYHukDu_UWqNl4A,Charlotte,35.239174,-80.886314,Gardenia Restaurant,11,4.0,NC,True,none,average,casual,False,False,False,,True,True,True,True,1.0,"[Southern, Restaurants]",28208
ePogmFFQkAy68Ne0VVUGBg,Charlotte,35.227415,-80.84523,Chili's Grill & Bar,3,2.5,NC,True,full_bar,,casual,False,True,False,True,True,True,True,True,2.0,"[American (Traditional), Restaurants]",28202
b856Q36EWKbwbm_XdJER8Q,Charlotte,35.095238,-80.779082,Charlotte Cafe,15,3.0,NC,True,,average,casual,,,,True,True,True,True,True,2.0,"[Breakfast & Brunch, American (Traditional), Southern, Restaurants]",28277
wpFOZbONc7qUYz6YmBfKuQ,Charlotte,35.1629379,-80.8865749,Sonny's BBQ,45,3.5,NC,True,beer_and_wine,average,casual,False,True,False,True,True,True,True,True,2.0,"[Restaurants, Event Planning & Services, Barbeque, Caterers]",28217
eaqJQP6bp7rQJQt5KqfvxQ,Charlotte,35.227392,-80.840592,Blue Restaurant & Bar,128,3.5,NC,False,full_bar,average,dressy,False,True,True,True,True,True,False,True,3.0,"[Wine Bars, Bars, Mediterranean, Nightlife, Restaurants]",28202
hBscDTusN57Ai0SnkQK8Sg,Charlotte,35.223866,-80.844683,Fujo,67,3.5,NC,True,full_bar,quiet,casual,True,False,True,,True,True,True,True,2.0,"[Asian Fusion, Sushi Bars, Restaurants]",28202
d4t1qlm-mjhBmDUdboq5Uw,Charlotte,35.2126019,-80.833598,Arby's,5,3.0,NC,True,,,casual,False,False,False,,False,True,True,,,"[Burgers, Restaurants]",28204
CDH2dyRcJUDPM1xj4AD0lQ,Charlotte,35.211879,-80.833826,Austin's Caribbean Cuisine,13,4.0,NC,True,none,quiet,casual,False,False,False,True,False,True,True,False,1.0,"[Caribbean, Restaurants]",28204
JgGpBGMAb1Nc2Z5jVIwZMA,Charlotte,35.212075,-80.833737,Emperor Chinese Restaurant,15,2.0,NC,True,,quiet,casual,True,False,True,,True,True,True,True,1.0,"[Chinese, Restaurants]",28204
L9D9xHVgCo71ZoO1ZBGOsQ,Charlotte,35.216101,-80.822107,Adams 7th Street Market,12,4.0,NC,True,none,quiet,casual,False,True,False,True,False,True,True,True,1.0,"[Delis, Restaurants]",28204
uDoTFFud2mXE3VT1Jt9L5A,Charlotte,35.206798,-80.8351239,The Melting Pot,61,4.5,NC,False,full_bar,quiet,casual,False,False,True,True,True,True,True,True,3.0,"[Fondue, Restaurants]",28204
FRYCe6Yc0rPzzloSWSsl1g,Charlotte,35.213685,-80.844951,Art's Barbecue & Deli,12,3.0,NC,True,none,quiet,casual,False,False,False,,True,True,True,False,1.0,"[Barbeque, Restaurants]",28204
MQnNtW1lHS-eid3QNUoUIw,Charlotte,35.2093789,-80.8355422,Mama Ricotta's,170,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Restaurants, Italian]",28204
nuCgH96Tfe6CFXznvmKdhA,Charlotte,35.2066447335,-80.8355569839,Maharani Indian Cuisine,62,3.0,NC,True,beer_and_wine,quiet,casual,False,False,True,True,True,True,False,True,2.0,"[Pakistani, Indian, Restaurants]",28204
MMNBgMQCdwyVoNaHg0h_QA,Charlotte,35.2154777,-80.8285213,Cuisine Malaya,119,4.0,NC,True,full_bar,average,casual,True,True,True,,True,True,True,True,2.0,"[Sushi Bars, Malaysian, Restaurants]",28204
KT9EiMOGpAgFBwVG4GakNg,Charlotte,35.2093789,-80.8355422,Wok Express Chinese Food,6,3.0,NC,True,none,quiet,casual,False,False,False,,False,True,True,True,1.0,"[Chinese, Restaurants]",28204
c9D0yUos-jGOZaUv7SgCFw,Charlotte,35.2124,-80.817112,Jersey Mike's Subs,12,3.0,NC,True,none,quiet,casual,False,True,False,,False,True,True,False,1.0,"[Delis, Fast Food, Sandwiches, Restaurants]",28204
l3mzaesyc90rxXt2d4HpTg,Charlotte,35.212358,-80.827592,Papa John's Pizza,10,2.5,NC,True,none,,,True,,False,False,False,True,,,2.0,"[Pizza, Restaurants]",28204
8PsQqhrAH5uqJ7HODOmXYg,Charlotte,35.212005,-80.817991,Showmars Restaurant,15,3.5,NC,True,none,quiet,casual,False,False,False,True,True,True,True,True,1.0,"[Greek, Mediterranean, Restaurants]",28204
cibtubYc6gd8T6Y-nPPByw,Charlotte,35.2124,-80.817112,Cherry House,53,3.5,NC,True,none,average,casual,True,True,False,True,True,True,True,False,1.0,"[Chinese, Restaurants]",28204
G3EsKzy3i-CvrEDjZzTV0g,Charlotte,35.214453,-80.828062,Fortune Cookie Chinese Restaurant,37,3.5,NC,True,,quiet,casual,True,True,False,,True,True,True,True,1.0,"[Chinese, Restaurants]",28204
TwwD5FQSe0vk1Ecp89HjEw,Charlotte,35.2140739,-80.826589,Carpe Diem,83,4.5,NC,True,full_bar,average,dressy,False,False,True,True,True,True,False,True,3.0,"[Vegetarian, American (New), Restaurants]",28204
jTGQUWGIVvL-aY03C5BEmw,Charlotte,35.214525,-80.821084,Cajun Queen Restaurant,237,4.0,NC,True,full_bar,average,casual,False,False,True,False,True,True,True,True,2.0,"[Nightlife, Jazz & Blues, Cajun/Creole, Arts & Entertainment, Restaurants]",28204
YbqNbrnOEk2T0qIBbTivuQ,Charlotte,35.2544169,-80.80088,Chicken Box Cafe,48,4.0,NC,True,none,average,casual,False,True,False,True,False,True,True,True,1.0,"[Soul Food, Southern, Restaurants]",28206
CE6TWiZ1hraCilyXIfxu4w,Charlotte,35.26132,-80.81875,The Village,4,3.5,NC,True,none,average,casual,False,True,False,,True,True,True,True,1.0,"[Breakfast & Brunch, American (Traditional), Restaurants]",28206
FjSYyID6pInYVsG-vADNzg,Charlotte,35.250656,-80.827041,Tatsis Restaurant,3,3.5,NC,,,,,,,,,,,,,,[Restaurants],28206
X7VdashktoAExx5ksEBLXQ,Charlotte,35.2687693,-80.8378516,Bodrick's Bar-B-Q Rib Tips,7,3.5,NC,True,beer_and_wine,average,casual,True,True,False,True,False,True,True,,1.0,"[Barbeque, Restaurants]",28206
xLWe6cylMsYl_TtmC9wlXA,Charlotte,35.254958,-80.802188,Burger King,3,2.5,NC,True,none,average,casual,False,,False,,,True,True,,1.0,"[Burgers, Restaurants]",28206
rpq5pRzrVPXt9wKm17LV7Q,Charlotte,35.19028,-80.930453,Yorkmont Cafe,11,3.0,NC,True,none,,casual,False,False,False,True,False,True,True,True,1.0,"[American (New), Restaurants]",28208
X-uPUUV7xPiKivsQzJD-wg,Charlotte,35.219378,-80.945041,Burger King,17,1.5,NC,True,none,loud,casual,False,False,False,True,False,True,True,True,1.0,"[Burgers, Fast Food, Restaurants]",28208
MCFxbw9hQYejyvg59T44TA,Charlotte,35.229312,-80.863368,The World Famous Open Kitchen,44,2.5,NC,True,full_bar,average,casual,False,False,True,True,True,True,True,True,2.0,"[Restaurants, Italian]",28208
z2uFdzUyJniU4yysFJvSrQ,Charlotte,35.224808,-80.896072,Floyd's Restaurant 1,3,2.0,NC,,,,casual,,,,,False,True,,,1.0,[Restaurants],28208
q52H04woL1Oy1CVrUQu3bg,Charlotte,35.238401,-80.884618,McDonald's,5,1.5,NC,True,none,average,casual,False,False,False,,False,True,True,True,1.0,"[Burgers, Fast Food, Restaurants]",28208
xopQn_MCE8bSBOyhsj6pVw,Charlotte,35.2440597,-80.8919965,Pizza Hut,3,2.5,NC,True,none,loud,casual,True,True,False,False,True,True,True,True,2.0,"[Italian, Pizza, Chicken Wings, Restaurants]",28208
P4r-LsB1ldgvlgli40Yu-Q,Charlotte,35.228855,-80.923791,McDonald's,11,2.0,NC,True,none,very_loud,casual,False,True,False,,False,True,True,True,1.0,"[Burgers, Fast Food, Restaurants]",28208
crKd3Kf3YYP8znwoMvcA-g,Charlotte,35.221112,-80.920249,Niko's Grill,8,3.0,NC,True,none,average,casual,False,False,False,,False,True,True,True,1.0,[Restaurants],28208
tw3wtf5ou5TcuIvidn3cOQ,Charlotte,35.228524,-80.914573,Carolina Family Restaurant,9,4.0,NC,True,none,quiet,casual,False,True,False,True,True,True,True,True,1.0,"[Diners, Restaurants]",28208
M89wkxqAcXuVMtWh91BIjg,Charlotte,35.2137529,-80.927661,Mr G's,16,4.0,NC,True,none,quiet,casual,False,True,False,True,True,True,True,False,1.0,"[Greek, Barbeque, Restaurants]",28208
diPvh48CJsNW0hsf9981ZA,Charlotte,35.24309,-80.889326,Beauregards,9,3.0,NC,True,full_bar,loud,casual,False,True,True,,True,True,True,True,2.0,"[Italian, American (New), Restaurants]",28208
1AXQja1QV47FGU0Jp0CSxw,Charlotte,35.2289648,-80.9259185,Bojangles Restaurant,12,3.5,NC,True,none,average,casual,False,False,False,True,False,True,True,True,1.0,"[Fast Food, Restaurants]",28208
xP-6TN10JA_7C6-V1-JOEQ,Charlotte,35.2348251,-80.920439,Waffle House,17,3.5,NC,True,none,average,casual,False,False,False,,True,True,True,True,1.0,"[Breakfast & Brunch, Restaurants]",28208
6Re0uCzZeFxVUo8R9eqqXw,Charlotte,35.24609,-80.893248,Wendy's,3,1.0,NC,True,none,average,casual,False,False,False,,False,,False,False,2.0,"[Burgers, Fast Food, Restaurants]",28208
cpxwd_iFG3Oh1LUMJn0rOQ,Charlotte,35.2244894,-80.8891254,Bar-B-Q King,73,3.5,NC,True,none,average,casual,False,False,False,True,True,False,True,False,1.0,"[Barbeque, Restaurants]",28208
rKe_bNOK1VlSbO-A6m0gvw,Charlotte,35.256661,-80.896831,Chicken King Restaurant,3,2.5,NC,True,none,average,casual,False,False,False,,False,,False,False,1.0,[Restaurants],28208
DNr2McGXQLleQkJ0zaCBHQ,Charlotte,35.089797,-80.86844,Cicis Pizza,3,3.0,NC,True,none,very_loud,casual,False,True,False,,False,True,True,True,1.0,"[Pizza, Restaurants]",28210
4kM-mP7z1nP015R2Tlz1Tw,Charlotte,35.1497403164,-80.8333414793,McDonald's,19,3.0,NC,True,none,very_loud,casual,False,True,False,True,False,True,True,True,1.0,"[Burgers, Fast Food, Restaurants]",28210
wtUaFgHGHnopdYh5m-a25Q,Charlotte,35.148994656,-80.8300101757,Burger King,6,2.5,NC,True,none,loud,casual,False,False,False,,False,True,True,True,1.0,"[Burgers, Restaurants]",28210
hIQRiE3UsYH7UsrsDwJwLA,Charlotte,35.148108,-80.8318029,Harper's Restaurant,94,3.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Breakfast & Brunch, American (Traditional), Restaurants]",28210
ON-DoD4En7AdUIXVhTG5hg,Charlotte,35.149547,-80.836587,Nick's Cafe,5,3.5,NC,False,,quiet,,False,,False,,,True,True,True,,"[American (Traditional), Restaurants]",28210
WkD7OrSIHLzgOQo9wQHu-A,Charlotte,35.1169659301,-80.8575681073,Rusty's Deli & Grille,43,4.0,NC,True,beer_and_wine,average,casual,True,False,False,False,False,True,True,True,1.0,"[Delis, American (Traditional), Sandwiches, Restaurants]",28210
CxGK5_GoIhG9798zYPsvfA,Charlotte,35.089838,-80.868412,Monterrey,36,3.5,NC,True,full_bar,average,casual,False,True,False,,True,True,True,True,1.0,"[Mexican, Restaurants]",28210
IKUVWL75eSoC71G2fBphmA,Charlotte,35.0929099,-80.8592146,Taipei South,35,4.0,NC,True,beer_and_wine,average,casual,False,False,False,True,True,True,True,True,1.0,"[Taiwanese, Chinese, Restaurants]",28210
Y_OeiGhTm6ZEfZ1UQgM_wA,Charlotte,35.0922399,-80.858953,Musashi Japanese Restaurant,88,4.0,NC,True,beer_and_wine,average,casual,False,True,True,True,True,True,True,True,2.0,"[Japanese, Restaurants]",28210
hODaBUYzv0AbApej_bfZ-w,Charlotte,35.146036,-80.825232,Dean & Deluca,81,3.5,NC,True,beer_and_wine,average,casual,False,False,False,True,False,True,True,True,2.0,"[Bakeries, Food, Coffee & Tea, Delis, Restaurants]",28210
4CPrhBc4Ado90fj7PG6jrA,Charlotte,35.146916,-80.827256,P F Chang's China Bistro,80,3.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Gluten-Free, Asian Fusion, Chinese, Restaurants]",28210
1gKBusJMk66ypwEKF0vOAA,Charlotte,35.146814,-80.827789,Palm Restaurant,69,3.5,NC,True,full_bar,average,dressy,False,True,True,True,True,True,False,True,3.0,"[Seafood, Steakhouses, Restaurants]",28210
s-cFWOk9LXXZCrm4lKpjEg,Charlotte,35.1473609,-80.833041,Baoding,73,3.5,NC,True,full_bar,quiet,casual,False,True,True,True,True,True,True,True,2.0,"[Chinese, Restaurants]",28210
UzMMpUFwJhwUkHOyeXeWsQ,Charlotte,35.1483931203,-80.8334164489,Original Pancake House,82,4.0,NC,True,none,average,casual,False,False,False,True,True,True,True,True,1.0,"[Breakfast & Brunch, American (Traditional), Restaurants]",28210
KLYI39LFvsPzS_2-j9qgIA,Charlotte,35.157022,-80.875422,Showmars Emerywood,9,3.0,NC,True,none,average,casual,False,True,False,,True,True,True,True,1.0,"[American (New), Restaurants]",28210
BOp3jcpYy31M85H1DLnEEw,Charlotte,35.145671,-80.825569,Upstream,115,3.5,NC,True,full_bar,average,dressy,False,True,True,True,True,True,False,True,3.0,"[Seafood, Sushi Bars, Restaurants]",28210
Lw-01HQDswygHvAZfwkpxA,Charlotte,35.093967,-80.865522,Showmars At Park Cedar,13,4.5,NC,True,none,average,casual,False,True,False,,False,True,True,True,2.0,"[Greek, American (Traditional), Fast Food, Restaurants]",28210
AvVRPaKoiYl1lrP8Voi0Fw,Charlotte,35.170856,-80.745702,Papa John's Pizza,5,3.0,NC,True,,,casual,True,,False,,,True,True,True,,"[Pizza, Restaurants]",28212
UFvogJEUiLSJwyx2LSz2uQ,Charlotte,35.172028,-80.746801,Kabob House,7,3.0,NC,True,full_bar,,casual,False,True,True,True,True,True,False,True,2.0,"[Bars, Persian/Iranian, Middle Eastern, Nightlife, Hookah Bars, Restaurants]",28212
90ZdW5Hq-QHKFxLsO3T5FA,Charlotte,35.204011,-80.746165,Island Grocery,5,4.0,NC,,,,,,,,,,True,,,1.0,"[Food, Grocery, Caribbean, Restaurants]",28212
KQqkkg5jaxIbdMIG4MJCIw,Charlotte,35.202473,-80.73581,Sunrise Restaurant,16,3.5,NC,True,none,average,casual,False,False,False,True,True,True,True,True,1.0,"[Breakfast & Brunch, Restaurants]",28212
3IDt1SaDYwo6QKKV7gsuyQ,Charlotte,35.202695,-80.740247,Pizza Hut,3,1.5,NC,True,,,,True,,False,False,False,True,,,1.0,"[Italian, Pizza, Chicken Wings, Restaurants]",28212
Lom8K4ZK5LIlRe2ZO90s9w,Charlotte,35.201622,-80.736859,Chin Chin,8,3.5,NC,True,none,very_loud,casual,True,False,False,True,False,True,False,False,1.0,"[Chinese, Restaurants]",28212
CESMPxEWnj42f4nTXV3_yw,Charlotte,35.152222,-80.745487,Ted's Restaurant,11,4.0,NC,True,none,average,casual,False,True,False,True,False,True,True,True,1.0,"[American (Traditional), Restaurants]",28212
F-e-sWfVd3eCYll3BP1QFA,Charlotte,35.3166944319,-80.7405517995,Flying Saucer Draught Emporium,138,4.0,NC,True,full_bar,loud,casual,False,True,False,True,True,True,False,True,2.0,"[Pubs, Bars, American (Traditional), Nightlife, Restaurants]",28262
-s-OW4Kr9YY3SBmRdpgFdQ,Charlotte,35.188469,-80.761267,Liberty East Restaurant,17,3.5,NC,True,beer_and_wine,average,casual,False,False,False,False,True,True,True,True,1.0,"[Breakfast & Brunch, Restaurants]",28212
2mmxmtwEli9CycpLcVpZgw,Charlotte,35.270702,-80.937229,Wok Bo Chinese Restaurant,7,2.0,NC,True,none,,,True,,False,,,True,True,False,1.0,"[Chinese, Restaurants]",28214
hS1ShVIy8qLrRv9VXFFcww,Charlotte,35.243569,-80.938286,Hardee's,3,3.5,NC,,,,,,False,,,,,,,1.0,"[Burgers, Fast Food, Hot Dogs, Restaurants]",28214
p_HFt0I92MHDNPWvdtyEBA,Charlotte,35.242044,-80.939773,Miguel's Restaurants,84,4.0,NC,True,full_bar,average,casual,False,True,False,False,True,True,True,True,1.0,"[Mexican, Restaurants]",28214
R2Ej1vlJyZ__BOLF1uMqpw,Charlotte,35.2431709,-80.937398,Little Rock Deli,5,3.0,NC,True,none,quiet,casual,False,False,False,,True,True,True,True,1.0,[Restaurants],28214
z4KtKRuuwU6eJAI68ChE-w,Charlotte,35.2730869,-80.935879,Papa John's Pizza,5,3.5,NC,True,none,quiet,casual,True,,False,,False,True,True,True,2.0,"[Pizza, Restaurants]",28214
KpJeQaB0ca6k1-Wdduokqw,Charlotte,35.244848,-80.9379979,Showmars Restaurant,16,3.5,NC,True,none,average,casual,False,False,False,True,False,True,True,True,1.0,"[Fast Food, Restaurants]",28214
QfkktmltWkPW4yZ87198LQ,Charlotte,35.246108,-80.938098,Hop Feng Kitchen,7,3.5,NC,True,none,,casual,False,,False,,False,False,,False,1.0,[Restaurants],28214
0sbPpUIyTpcx90bLRsVx0w,Charlotte,35.321649,-80.952888,Shuffletown Drive-In,14,4.0,NC,True,none,average,casual,False,False,False,,True,True,True,True,1.0,"[American (Traditional), Restaurants]",28214
oDEaIbq68RkKu2z_kLeMdw,Charlotte,35.319499,-80.952736,China Town,6,2.5,NC,True,beer_and_wine,quiet,casual,False,True,False,,True,True,True,True,2.0,"[Chinese, Restaurants]",28214
mh1le9QGMrZLohAjfheJJg,Charlotte,35.305592,-80.854973,Bojangles',6,2.0,NC,True,,,casual,False,False,False,,,True,True,False,1.0,"[Fast Food, Restaurants]",28216
SXvbOMPd7jNgTkY6pqMWGw,Charlotte,35.306083,-80.860033,Tung's Chinese Restaurant,3,1.0,NC,,,,,,,,,,,,,,"[Chinese, Restaurants]",28216
7FZ9597M9LhHXGbBD-0VFg,Charlotte,35.3059579,-80.854211,Bubba's Barbecue,42,3.0,NC,True,none,quiet,casual,False,False,False,True,True,True,True,True,2.0,"[Barbeque, Restaurants]",28216
DPtF2QWAMllTudwSeWBbhA,Charlotte,35.327245,-80.944451,McDonalds Hamburgers,3,3.5,NC,True,,average,casual,False,True,False,,,True,True,True,1.0,[Restaurants],28216
5WeccFfcgqpuHJiWegAclw,Charlotte,35.286205,-80.905821,South 21 Family Restaurant,5,3.0,NC,True,,,casual,,,False,,False,True,True,False,,"[Burgers, American (Traditional), Restaurants]",28216
2iiCazdKZjFYy46FR8iySA,Charlotte,35.2724109,-80.8898552,Circle G Restaurant,7,4.5,NC,True,none,average,casual,False,False,False,,True,True,True,True,1.0,"[Southern, Restaurants]",28216
va9aHf7SEIfKLnvOmeavIw,Charlotte,35.3246860206,-80.9463234991,Niyoshi II Japanese Express Restaurant,8,3.0,NC,True,none,quiet,casual,False,True,False,,False,True,True,True,1.0,"[Japanese, Restaurants]",28216
687wG68J1XicP5YzMqKqFQ,Charlotte,35.307274,-80.850969,Denny's of Charlotte,10,3.5,NC,True,none,,casual,False,False,False,True,True,True,True,True,2.0,"[Diners, Restaurants]",28216
jr8D3lu1S0-eRpIVxkKnMA,Charlotte,35.146999,-80.80925,Pizza Hut,9,1.5,NC,True,none,,casual,True,False,False,False,False,True,True,False,2.0,"[Italian, Pizza, Chicken Wings, Restaurants]",28226
