business_id,business_city,business_full_address,business_latitude,business_longitude,business_name,business_review_count,business_stars,business_state,business_Take-out,business_Alcohol,business_NoiseLevel,business_Attire,business_Delivery,business_HasTV,business_TakesReservations,business_WheelchairAccessible,business_WaiterService,business_AcceptsCreditCards,business_GoodforKids,business_GoodForGroups,business_PriceRange,business_categories
4glD2-evDFddHjQaEVpCPQ,Charlotte,"8200 Providence Rd
Suite 500
Arboretum
Charlotte, NC 28277",35.095238,-80.779082,Sushiya Japan,13,3.5,NC,True,full_bar,average,casual,False,True,False,True,True,True,True,True,2.0,"[Japanese, Restaurants]"
U_RvpPJNn24oWJo07x2j7w,Charlotte,"127 N Tryon St
Ste 8
Fourth Ward
Charlotte, NC 28202",35.2283649,-80.842652,City Tavern,6,3.0,NC,True,full_bar,,casual,False,,True,True,True,True,False,True,2.0,"[Seafood, Restaurants]"
ym9QwkmB5ZKTyj7q5huTDw,Charlotte,"401 N Tryon St
Ste 100
Fourth Ward
Charlotte, NC 28202",35.230194,-80.839336,Rock Bottom Restaurant & Brewery,157,3.5,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Bars, American (Traditional), Pubs, Nightlife, American (New), Restaurants]"
OkPX0a9PUrhr6oNgE_FB_w,Charlotte,"310 E Trade St
Uptown
Charlotte, NC 28202",35.2244979,-80.84104,Burger King,3,2.5,NC,True,none,very_loud,casual,False,False,False,True,False,True,True,True,1.0,"[Burgers, Restaurants]"
QMX1ssofSveU3qhVAKLnXA,Charlotte,"320 S Tryon St
Uptown
Charlotte, NC 28202",35.22533,-80.8461559,Fujiyama,9,3.5,NC,True,none,quiet,casual,False,False,False,,False,True,False,False,2.0,"[Seafood, Restaurants]"
9XKIFRBT-UTglX3wBGPAAA,Charlotte,"310 E Trade St
Uptown
Charlotte, NC 28202",35.2244979,-80.84104,Bojangles,7,4.0,NC,True,none,loud,casual,False,False,False,,False,,True,True,1.0,"[Southern, Restaurants]"
Heon0PS3J4RGmMa-VflCuA,Charlotte,"Overstreet Mall
101 S Tryon St
Fourth Ward
Charlotte, NC 28202",35.2273169,-80.843148,Salsarita's Fresh Cantina,22,4.0,NC,True,none,average,casual,False,True,False,True,False,True,True,True,1.0,"[Fast Food, Mexican, Restaurants]"
mpDxBBGywUE6GRRKja3sBA,Charlotte,"214 N College St
First Ward
Charlotte, NC 28202",35.2273178,-80.8401304,Mert's Heart & Soul,446,4.0,NC,True,beer_and_wine,average,casual,False,False,True,True,True,True,True,True,2.0,"[Soul Food, Southern, Restaurants]"
onv6-u283dEMVkFeAixYtw,Charlotte,"145 Brevard Ct
Uptown
Charlotte, NC 28202",35.22586,-80.846935,Brevard Court Sundries,3,3.0,NC,True,full_bar,,casual,False,,False,False,True,True,False,True,2.0,"[American (Traditional), Restaurants]"
6ICGve6UyGPuLaGrKQBVuw,Charlotte,"128 South Tryon Street
Uptown
Charlotte, NC 28202",35.226995,-80.844191,Jersey Mike's Subs,11,4.0,NC,True,none,average,dressy,,,False,True,False,True,True,True,2.0,"[Delis, Fast Food, Sandwiches, Restaurants]"
NTfUFk8GyOLL1uPbEO-pVg,Charlotte,"327 S Tryon St
Uptown
Charlotte, NC 28202",35.224456,-80.84547,Mimosa Grill,214,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,False,True,2.0,"[American (New), Southern, Restaurants]"
e8kqqWU9247Nn5VAF5sDkQ,Charlotte,"214 N Tryon St
First Ward
Charlotte, NC 28202",35.2281289,-80.841488,Fuel Pizza Cafe,33,2.5,NC,True,beer_and_wine,very_loud,casual,True,True,False,True,False,True,True,True,1.0,"[Pizza, Restaurants]"
SjsguOTm7kQ_B3QcfHH-3A,Charlotte,"600 E 4th St
Uptown
Charlotte, NC 28202",35.221277,-80.839268,Showmars Government Center,4,3.5,NC,True,,,casual,False,,False,,,True,True,True,1.0,"[American (Traditional), Restaurants]"
z24h6ZYnZiWjlDTuLXG9jw,Charlotte,"214 N Tryon St
Ste J
First Ward
Charlotte, NC 28202",35.2281289,-80.841488,Luce Restaurant & Bar,110,4.5,NC,False,full_bar,quiet,dressy,False,False,True,True,True,True,False,True,3.0,"[Restaurants, Italian]"
WYnveDiSEXLCeNkLZrXibQ,Charlotte,"105 E 5th St
First Ward
Charlotte, NC 28202",35.2278131,-80.8414916,Phil's Deli New York Deli & Tavern,11,3.0,NC,True,full_bar,loud,casual,False,True,False,,True,True,False,True,1.0,"[Bars, Food, Beer, Wine & Spirits, Delis, Nightlife, Sports Bars, Restaurants]"
6SxAOEXHzNjWQMQ9Nnos3A,Charlotte,"105 E 5th St
First Ward
Charlotte, NC 28202",35.2278131,-80.8414916,Phil's Tavern,26,2.5,NC,True,full_bar,loud,casual,False,True,False,True,True,True,False,True,2.0,"[Dive Bars, Bars, Nightlife, Delis, Restaurants]"
kAid56AY_laxGYslMdsYJw,Charlotte,"225 E 6th St
First Ward
Charlotte, NC 28202",35.2274621,-80.8388937,Brixx Wood Fired Pizza,76,3.5,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Pizza, Restaurants]"
CChwRoYVXA3QZulS8a6xOQ,Charlotte,"201 N Tryon St
Fourth Ward
Charlotte, NC 28202",35.2283137726,-80.8419989013,The Capital Grille,167,4.5,NC,True,full_bar,average,dressy,False,False,True,True,True,True,False,True,3.0,"[American (Traditional), Steakhouses, Seafood, Restaurants]"
C9CF7p53Y0L5ErKRhhFhng,Charlotte,"100 W Trade St
Fourth Ward
Charlotte, NC 28202",35.2279308,-80.8437189,Savannah Red,39,4.0,NC,True,full_bar,quiet,dressy,False,False,True,True,True,True,False,True,3.0,"[Soul Food, American (New), Restaurants]"
-R7uChoaVzwNvPNMT1gOuw,Charlotte,"320 S Tryon St Ste 111
Uptown
Charlotte, NC 28202",35.22533,-80.8461559,Chicks Restaurant,5,4.0,NC,True,none,average,casual,False,False,False,True,False,True,True,False,1.0,"[American (Traditional), Restaurants]"
nkNdTqpv1m5GBKx8xrpluw,Charlotte,"South Park Mall
4400 Sharon Rd
South Park
Charlotte, NC 28211",35.153939,-80.8317551,Arthur's At Belk,24,4.5,NC,True,beer_and_wine,average,casual,False,True,False,True,False,True,True,True,1.0,"[Food, Beer, Wine & Spirits, Restaurants]"
LUylwiKNsS7_iumytRgAmw,Charlotte,"106 South Sharon Amity Road
Cotswold
Charlotte, NC 28211",35.176106,-80.799651,Bruegger's Bagels,18,3.0,NC,True,none,average,casual,False,False,False,False,False,True,True,True,1.0,"[Food, Sandwiches, Bagels, Breakfast & Brunch, Restaurants]"
e5J3s-xxs1S6PPHJhldBEA,Charlotte,"300 N College St
First Ward
Charlotte, NC 28202",35.2278411,-80.8394745,Cosmos Cafe,53,3.0,NC,True,full_bar,loud,casual,False,True,True,True,True,True,False,True,2.0,"[Bars, Sushi Bars, Nightlife, Lounges, American (New), Restaurants]"
4-B5ou1FbGVjVEQd3FAoIA,Charlotte,"516 N Graham St
Fourth Ward
Charlotte, NC 28202",35.233802,-80.841672,Sub One Hoagie House,17,4.5,NC,True,none,average,casual,False,False,False,True,False,True,True,True,1.0,"[Sandwiches, Restaurants]"
376PDtBpGi74Os08TvCkhg,Charlotte,"321 S Church St
Uptown
Charlotte, NC 28202",35.225996,-80.847022,French Quarter,37,3.0,NC,True,full_bar,average,casual,False,True,False,True,True,True,True,True,2.0,"[French, Restaurants]"
v96eOvQGYHukDu_UWqNl4A,Charlotte,"1019 Alleghany St
Charlotte, NC 28208",35.239174,-80.886314,Gardenia Restaurant,11,4.0,NC,True,none,average,casual,False,False,False,,True,True,True,True,1.0,"[Southern, Restaurants]"
ePogmFFQkAy68Ne0VVUGBg,Charlotte,"Tyvola Rd
Charlotte, NC 28202",35.227415,-80.84523,Chili's Grill & Bar,3,2.5,NC,True,full_bar,,casual,False,True,False,True,True,True,True,True,2.0,"[American (Traditional), Restaurants]"
b856Q36EWKbwbm_XdJER8Q,Charlotte,"8200 Providence Rd
Suite 700
Arboretum
Charlotte, NC 28277",35.095238,-80.779082,Charlotte Cafe,15,3.0,NC,True,,average,casual,,,,True,True,True,True,True,2.0,"[Breakfast & Brunch, American (Traditional), Southern, Restaurants]"
wpFOZbONc7qUYz6YmBfKuQ,Charlotte,"440 Tyvola Road
Starmount
Charlotte, NC 28217",35.1629379,-80.8865749,Sonny's BBQ,45,3.5,NC,True,beer_and_wine,average,casual,False,True,False,True,True,True,True,True,2.0,"[Restaurants, Event Planning & Services, Barbeque, Caterers]"
eaqJQP6bp7rQJQt5KqfvxQ,Charlotte,"Charlotte Hearst Tower
206 N College St
First Ward
Charlotte, NC 28202",35.227392,-80.840592,Blue Restaurant & Bar,128,3.5,NC,False,full_bar,average,dressy,False,True,True,True,True,True,False,True,3.0,"[Wine Bars, Bars, Mediterranean, Nightlife, Restaurants]"
hBscDTusN57Ai0SnkQK8Sg,Charlotte,"301 S College St
Ste 100
Uptown
Charlotte, NC 28202",35.223866,-80.844683,Fujo,67,3.5,NC,True,full_bar,quiet,casual,True,False,True,,True,True,True,True,2.0,"[Asian Fusion, Sushi Bars, Restaurants]"
d4t1qlm-mjhBmDUdboq5Uw,Charlotte,"311 S Kings Dr
Myers Park
Charlotte, NC 28204",35.2126019,-80.833598,Arby's,5,3.0,NC,True,,,casual,False,False,False,,False,True,True,,,"[Burgers, Restaurants]"
CDH2dyRcJUDPM1xj4AD0lQ,Charlotte,"345 S Kings Dr
Myers Park
Charlotte, NC 28204",35.211879,-80.833826,Austin's Caribbean Cuisine,13,4.0,NC,True,none,quiet,casual,False,False,False,True,False,True,True,False,1.0,"[Caribbean, Restaurants]"
JgGpBGMAb1Nc2Z5jVIwZMA,Charlotte,"337 S Kings Dr
Myers Park
Charlotte, NC 28204",35.212075,-80.833737,Emperor Chinese Restaurant,15,2.0,NC,True,,quiet,casual,True,False,True,,True,True,True,True,1.0,"[Chinese, Restaurants]"
L9D9xHVgCo71ZoO1ZBGOsQ,Charlotte,"401 Hawthorne Ln
Ste 100
Elizabeth
Charlotte, NC 28204",35.216101,-80.822107,Adams 7th Street Market,12,4.0,NC,True,none,quiet,casual,False,True,False,True,False,True,True,True,1.0,"[Delis, Restaurants]"
uDoTFFud2mXE3VT1Jt9L5A,Charlotte,"901 S Kings Dr
Ste 140B
Myers Park
Charlotte, NC 28204",35.206798,-80.8351239,The Melting Pot,61,4.5,NC,False,full_bar,quiet,casual,False,False,True,True,True,True,True,True,3.0,"[Fondue, Restaurants]"
FRYCe6Yc0rPzzloSWSsl1g,Charlotte,"900 E Morehead St
Dilworth
Charlotte, NC 28204",35.213685,-80.844951,Art's Barbecue & Deli,12,3.0,NC,True,none,quiet,casual,False,False,False,,True,True,True,False,1.0,"[Barbeque, Restaurants]"
MQnNtW1lHS-eid3QNUoUIw,Charlotte,"601 South Kings Drive
Myers Park
Charlotte, NC 28204",35.2093789,-80.8355422,Mama Ricotta's,170,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Restaurants, Italian]"
nuCgH96Tfe6CFXznvmKdhA,Charlotte,"901 S Kings Dr
Ste 115
Myers Park
Charlotte, NC 28204",35.2066447335,-80.8355569839,Maharani Indian Cuisine,62,3.0,NC,True,beer_and_wine,quiet,casual,False,False,True,True,True,True,False,True,2.0,"[Pakistani, Indian, Restaurants]"
MMNBgMQCdwyVoNaHg0h_QA,Charlotte,"1411 Elizabeth Ave
Elizabeth
Charlotte, NC 28204",35.2154777,-80.8285213,Cuisine Malaya,119,4.0,NC,True,full_bar,average,casual,True,True,True,,True,True,True,True,2.0,"[Sushi Bars, Malaysian, Restaurants]"
KT9EiMOGpAgFBwVG4GakNg,Charlotte,"601 S Kings Dr
Myers Park
Charlotte, NC 28204",35.2093789,-80.8355422,Wok Express Chinese Food,6,3.0,NC,True,none,quiet,casual,False,False,False,,False,True,True,True,1.0,"[Chinese, Restaurants]"
c9D0yUos-jGOZaUv7SgCFw,Charlotte,"2001 East 7th Street
Elizabeth
Charlotte, NC 28204",35.2124,-80.817112,Jersey Mike's Subs,12,3.0,NC,True,none,quiet,casual,False,True,False,,False,True,True,False,1.0,"[Delis, Fast Food, Sandwiches, Restaurants]"
l3mzaesyc90rxXt2d4HpTg,Charlotte,"1620 E 4th St
Elizabeth
Charlotte, NC 28204",35.212358,-80.827592,Papa John's Pizza,10,2.5,NC,True,none,,,True,,False,False,False,True,,,2.0,"[Pizza, Restaurants]"
8PsQqhrAH5uqJ7HODOmXYg,Charlotte,"2004 E 7th St
Elizabeth
Charlotte, NC 28204",35.212005,-80.817991,Showmars Restaurant,15,3.5,NC,True,none,quiet,casual,False,False,False,True,True,True,True,True,1.0,"[Greek, Mediterranean, Restaurants]"
cibtubYc6gd8T6Y-nPPByw,Charlotte,"2001 E 7th St
Elizabeth
Charlotte, NC 28204",35.2124,-80.817112,Cherry House,53,3.5,NC,True,none,average,casual,True,True,False,True,True,True,True,False,1.0,"[Chinese, Restaurants]"
G3EsKzy3i-CvrEDjZzTV0g,Charlotte,"200 E Independence Blvd
Elizabeth
Charlotte, NC 28204",35.214453,-80.828062,Fortune Cookie Chinese Restaurant,37,3.5,NC,True,,quiet,casual,True,True,False,,True,True,True,True,1.0,"[Chinese, Restaurants]"
TwwD5FQSe0vk1Ecp89HjEw,Charlotte,"1535 Elizabeth Ave
Elizabeth
Charlotte, NC 28204",35.2140739,-80.826589,Carpe Diem,83,4.5,NC,True,full_bar,average,dressy,False,False,True,True,True,True,False,True,3.0,"[Vegetarian, American (New), Restaurants]"
jTGQUWGIVvL-aY03C5BEmw,Charlotte,"1800 E 7th St
Elizabeth
Charlotte, NC 28204",35.214525,-80.821084,Cajun Queen Restaurant,237,4.0,NC,True,full_bar,average,casual,False,False,True,False,True,True,True,True,2.0,"[Nightlife, Jazz & Blues, Cajun/Creole, Arts & Entertainment, Restaurants]"
YbqNbrnOEk2T0qIBbTivuQ,Charlotte,"3726 N Tryon St
NoDa
Charlotte, NC 28206",35.2544169,-80.80088,Chicken Box Cafe,48,4.0,NC,True,none,average,casual,False,True,False,True,False,True,True,True,1.0,"[Soul Food, Southern, Restaurants]"
CE6TWiZ1hraCilyXIfxu4w,Charlotte,"3208 N Graham St
North Charlotte
Charlotte, NC 28206",35.26132,-80.81875,The Village,4,3.5,NC,True,none,average,casual,False,True,False,,True,True,True,True,1.0,"[Breakfast & Brunch, American (Traditional), Restaurants]"
FjSYyID6pInYVsG-vADNzg,Charlotte,"2328 N Graham St
North Charlotte
Charlotte, NC 28206",35.250656,-80.827041,Tatsis Restaurant,3,3.5,NC,,,,,,,,,,,,,,[Restaurants]
X7VdashktoAExx5ksEBLXQ,Charlotte,"3701 Statesville Ave
North Charlotte
Charlotte, NC 28206",35.2687693,-80.8378516,Bodrick's Bar-B-Q Rib Tips,7,3.5,NC,True,beer_and_wine,average,casual,True,True,False,True,False,True,True,,1.0,"[Barbeque, Restaurants]"
xLWe6cylMsYl_TtmC9wlXA,Charlotte,"3709 N Tryon St
North Charlotte
Charlotte, NC 28206",35.254958,-80.802188,Burger King,3,2.5,NC,True,none,average,casual,False,,False,,,True,True,,1.0,"[Burgers, Restaurants]"
rpq5pRzrVPXt9wKm17LV7Q,Charlotte,"2925 Yorkmont Rd
Steele Creek
Charlotte, NC 28208",35.19028,-80.930453,Yorkmont Cafe,11,3.0,NC,True,none,,casual,False,False,False,True,False,True,True,True,1.0,"[American (New), Restaurants]"
X-uPUUV7xPiKivsQzJD-wg,Charlotte,"Charlotte-Douglas International Airport, Atrium
5501 Josh Birmingham Pkwy
Charlotte, NC 28208",35.219378,-80.945041,Burger King,17,1.5,NC,True,none,loud,casual,False,False,False,True,False,True,True,True,1.0,"[Burgers, Fast Food, Restaurants]"
MCFxbw9hQYejyvg59T44TA,Charlotte,"1318 W Morehead St
Charlotte, NC 28208",35.229312,-80.863368,The World Famous Open Kitchen,44,2.5,NC,True,full_bar,average,casual,False,False,True,True,True,True,True,True,2.0,"[Restaurants, Italian]"
z2uFdzUyJniU4yysFJvSrQ,Charlotte,"3318 Wilkinson Blvd
Charlotte, NC 28208",35.224808,-80.896072,Floyd's Restaurant 1,3,2.0,NC,,,,casual,,,,,False,True,,,1.0,[Restaurants]
q52H04woL1Oy1CVrUQu3bg,Charlotte,"2745 Freedom Dr
Charlotte, NC 28208",35.238401,-80.884618,McDonald's,5,1.5,NC,True,none,average,casual,False,False,False,,False,True,True,True,1.0,"[Burgers, Fast Food, Restaurants]"
xopQn_MCE8bSBOyhsj6pVw,Charlotte,"3215 Freedon Dr
Charlotte, NC 28208",35.2440597,-80.8919965,Pizza Hut,3,2.5,NC,True,none,loud,casual,True,True,False,False,True,True,True,True,2.0,"[Italian, Pizza, Chicken Wings, Restaurants]"
P4r-LsB1ldgvlgli40Yu-Q,Charlotte,"2820 Boyer St
Charlotte, NC 28208",35.228855,-80.923791,McDonald's,11,2.0,NC,True,none,very_loud,casual,False,True,False,,False,True,True,True,1.0,"[Burgers, Fast Food, Restaurants]"
crKd3Kf3YYP8znwoMvcA-g,Charlotte,"4948 Airport Center Pkwy
Charlotte, NC 28208",35.221112,-80.920249,Niko's Grill,8,3.0,NC,True,none,average,casual,False,False,False,,False,True,True,True,1.0,[Restaurants]
tw3wtf5ou5TcuIvidn3cOQ,Charlotte,"4600 Wilkinson Blvd
Charlotte, NC 28208",35.228524,-80.914573,Carolina Family Restaurant,9,4.0,NC,True,none,quiet,casual,False,True,False,True,True,True,True,True,1.0,"[Diners, Restaurants]"
M89wkxqAcXuVMtWh91BIjg,Charlotte,"5027 Morris Field Dr
Charlotte, NC 28208",35.2137529,-80.927661,Mr G's,16,4.0,NC,True,none,quiet,casual,False,True,False,True,True,True,True,False,1.0,"[Greek, Barbeque, Restaurants]"
diPvh48CJsNW0hsf9981ZA,Charlotte,"3030 Freedom Dr
Charlotte, NC 28208",35.24309,-80.889326,Beauregards,9,3.0,NC,True,full_bar,loud,casual,False,True,True,,True,True,True,True,2.0,"[Italian, American (New), Restaurants]"
1AXQja1QV47FGU0Jp0CSxw,Charlotte,"5321 Old Dowd Rd
Charlotte, NC 28208",35.2289648,-80.9259185,Bojangles Restaurant,12,3.5,NC,True,none,average,casual,False,False,False,True,False,True,True,True,1.0,"[Fast Food, Restaurants]"
xP-6TN10JA_7C6-V1-JOEQ,Charlotte,"3309 Mulberry Church Rd
Charlotte, NC 28208",35.2348251,-80.920439,Waffle House,17,3.5,NC,True,none,average,casual,False,False,False,,True,True,True,True,1.0,"[Breakfast & Brunch, Restaurants]"
6Re0uCzZeFxVUo8R9eqqXw,Charlotte,"3300 Freedom Dr
Charlotte, NC 28208",35.24609,-80.893248,Wendy's,3,1.0,NC,True,none,average,casual,False,False,False,,False,,False,False,2.0,"[Burgers, Fast Food, Restaurants]"
cpxwd_iFG3Oh1LUMJn0rOQ,Charlotte,"2900 Wilkinson Blvd
Charlotte, NC 28208",35.2244894,-80.8891254,Bar-B-Q King,73,3.5,NC,True,none,average,casual,False,False,False,True,True,False,True,False,1.0,"[Barbeque, Restaurants]"
rKe_bNOK1VlSbO-A6m0gvw,Charlotte,"435 Bradford Dr
Paw Creek
Charlotte, NC 28208",35.256661,-80.896831,Chicken King Restaurant,3,2.5,NC,True,none,average,casual,False,False,False,,False,,False,False,1.0,[Restaurants]
DNr2McGXQLleQkJ0zaCBHQ,Charlotte,"10707 Park Rd
Charlotte, NC 28210",35.089797,-80.86844,Cicis Pizza,3,3.0,NC,True,none,very_loud,casual,False,True,False,,False,True,True,True,1.0,"[Pizza, Restaurants]"
4kM-mP7z1nP015R2Tlz1Tw,Charlotte,"6428 Fairview Rd
South Park
Charlotte, NC 28210",35.1497403164,-80.8333414793,McDonald's,19,3.0,NC,True,none,very_loud,casual,False,True,False,True,False,True,True,True,1.0,"[Burgers, Fast Food, Restaurants]"
wtUaFgHGHnopdYh5m-a25Q,Charlotte,"4709 Sharon Rd
South Park
Charlotte, NC 28210",35.148994656,-80.8300101757,Burger King,6,2.5,NC,True,none,loud,casual,False,False,False,,False,True,True,True,1.0,"[Burgers, Restaurants]"
hIQRiE3UsYH7UsrsDwJwLA,Charlotte,"6518 Fairview Rd
South Park
Charlotte, NC 28210",35.148108,-80.8318029,Harper's Restaurant,94,3.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Breakfast & Brunch, American (Traditional), Restaurants]"
ON-DoD4En7AdUIXVhTG5hg,Charlotte,"6302 Fairview Rd
South Park
Charlotte, NC 28210",35.149547,-80.836587,Nick's Cafe,5,3.5,NC,False,,quiet,,False,,False,,,True,True,True,,"[American (Traditional), Restaurants]"
WkD7OrSIHLzgOQo9wQHu-A,Charlotte,"Quail Corners Shopping Center
8512 Park Rd
Charlotte, NC 28210",35.1169659301,-80.8575681073,Rusty's Deli & Grille,43,4.0,NC,True,beer_and_wine,average,casual,True,False,False,False,False,True,True,True,1.0,"[Delis, American (Traditional), Sandwiches, Restaurants]"
CxGK5_GoIhG9798zYPsvfA,Charlotte,"10707 Park Rd
Ste A
Charlotte, NC 28210",35.089838,-80.868412,Monterrey,36,3.5,NC,True,full_bar,average,casual,False,True,False,,True,True,True,True,1.0,"[Mexican, Restaurants]"
IKUVWL75eSoC71G2fBphmA,Charlotte,"10106 Johnston Rd
Ste A
Charlotte, NC 28210",35.0929099,-80.8592146,Taipei South,35,4.0,NC,True,beer_and_wine,average,casual,False,False,False,True,True,True,True,True,1.0,"[Taiwanese, Chinese, Restaurants]"
Y_OeiGhTm6ZEfZ1UQgM_wA,Charlotte,"10110 Johnston Rd
Ste 15
Charlotte, NC 28210",35.0922399,-80.858953,Musashi Japanese Restaurant,88,4.0,NC,True,beer_and_wine,average,casual,False,True,True,True,True,True,True,True,2.0,"[Japanese, Restaurants]"
hODaBUYzv0AbApej_bfZ-w,Charlotte,"6903 Phillips Place Ct
South Park
Charlotte, NC 28210",35.146036,-80.825232,Dean & Deluca,81,3.5,NC,True,beer_and_wine,average,casual,False,False,False,True,False,True,True,True,2.0,"[Bakeries, Food, Coffee & Tea, Delis, Restaurants]"
4CPrhBc4Ado90fj7PG6jrA,Charlotte,"6809 Phillips Place Ct
Ste F
South Park
Charlotte, NC 28210",35.146916,-80.827256,P F Chang's China Bistro,80,3.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Gluten-Free, Asian Fusion, Chinese, Restaurants]"
1gKBusJMk66ypwEKF0vOAA,Charlotte,"6705-B Phillips Pl Ct
South Park
Charlotte, NC 28210",35.146814,-80.827789,Palm Restaurant,69,3.5,NC,True,full_bar,average,dressy,False,True,True,True,True,True,False,True,3.0,"[Seafood, Steakhouses, Restaurants]"
s-cFWOk9LXXZCrm4lKpjEg,Charlotte,"4722 Sharon Rd
Ste F
South Park
Charlotte, NC 28210",35.1473609,-80.833041,Baoding,73,3.5,NC,True,full_bar,quiet,casual,False,True,True,True,True,True,True,True,2.0,"[Chinese, Restaurants]"
UzMMpUFwJhwUkHOyeXeWsQ,Charlotte,"4736 Sharon Rd
South Park
Charlotte, NC 28210",35.1483931203,-80.8334164489,Original Pancake House,82,4.0,NC,True,none,average,casual,False,False,False,True,True,True,True,True,1.0,"[Breakfast & Brunch, American (Traditional), Restaurants]"
KLYI39LFvsPzS_2-j9qgIA,Charlotte,"1317 Emerywood Dr
Charlotte, NC 28210",35.157022,-80.875422,Showmars Emerywood,9,3.0,NC,True,none,average,casual,False,True,False,,True,True,True,True,1.0,"[American (New), Restaurants]"
BOp3jcpYy31M85H1DLnEEw,Charlotte,"6902 Phillips Place Ct
South Park
Charlotte, NC 28210",35.145671,-80.825569,Upstream,115,3.5,NC,True,full_bar,average,dressy,False,True,True,True,True,True,False,True,3.0,"[Seafood, Sushi Bars, Restaurants]"
Lw-01HQDswygHvAZfwkpxA,Charlotte,"9925 Park Cedar Dr
Charlotte, NC 28210",35.093967,-80.865522,Showmars At Park Cedar,13,4.5,NC,True,none,average,casual,False,True,False,,False,True,True,True,2.0,"[Greek, American (Traditional), Fast Food, Restaurants]"
AvVRPaKoiYl1lrP8Voi0Fw,Charlotte,"6600 E Independence Blvd
Charlotte, NC 28212",35.170856,-80.745702,Papa John's Pizza,5,3.0,NC,True,,,casual,True,,False,,,True,True,True,,"[Pizza, Restaurants]"
UFvogJEUiLSJwyx2LSz2uQ,Charlotte,"6432 E Independence Blvd
Charlotte, NC 28212",35.172028,-80.746801,Kabob House,7,3.0,NC,True,full_bar,,casual,False,True,True,True,True,True,False,True,2.0,"[Bars, Persian/Iranian, Middle Eastern, Nightlife, Hookah Bars, Restaurants]"
